,model_name,RMSE,PICP,PIAW,PINAW,CWC
0,NN CQR,55.02287024521951,0.849502487562189,197.9381866455078,0.09785502482488537,0.8357046578923542
1,NN ACI,55.02287024521951,0.9850746268656716,646.6062622070312,0.31966379460429073,0.5475513961846381
2,NN EnbPI,49.534867854158804,0.9154228855721394,169.32146639847636,0.08370773006768337,0.9097769174321848
3,NN EnCQR,49.8181817266899,1.0,870.9998240391808,0.430597606496559,0.4218236680071306
