,model_name,RMSE,PICP,PIAW,PINAW,CWC
0,NN CQR,794.2928007149227,0.9568965517241379,3710.550537109375,1.1231241953855873,-0.11172908270374321
1,NN ACI,794.2928007149227,0.9396551724137931,3571.47998046875,1.0810297661447699,-0.07729587490801783
2,NN EnbPI,712.0726602582098,0.9655172413793104,3226.0973868534484,0.9764879889408501,0.020671090541714645
3,NN EnCQR,729.4381105808649,0.8448275862068966,2210.132322995994,0.6689716423844481,0.3021380967758628
