,model_name,RMSE,PICP,PIAW,PINAW,CWC
0,Linear CQR,9.989640779548573,0.7516556291390728,36.39799118041992,0.07701322665232095,0.476960335502923
1,Linear ACI,9.989640779548573,0.9917218543046358,195.52195739746094,0.41369801827569924,0.4555238281032113
2,Linear EnbPI,9.87079586375979,0.8427152317880795,25.72773894253156,0.054436416026684364,0.8569116274714063
3,Linear EnCQR,9.89438426807158,0.9933774834437086,307.6850545569703,0.6510199622465624,0.2686566283620804
